destin_place,effective_time,origin_place,planned_time,process_id,service_pos,service_type,transport_id,transport_oper
128,159.0,815,215.0,2139,1,rcf,10385,incoming
128,935.0,128,4890.0,2139,0,dlv,10385,incoming
128,37.0,128,51.0,2139,0,rcs,12085,outgoing
597,209.0,128,240.0,2139,1,dep,12085,outgoing
597,670.0,128,960.0,2139,1,rcf,12085,outgoing
597,172.0,597,3960.0,2139,0,dlv,12085,outgoing
476,15717.0,476,16016.0,2140,0,rcs,3194,incoming
700,316.0,476,90.0,2140,1,dep,3194,incoming
700,1596.0,476,1880.0,2140,1,rcf,3194,incoming
700,539.0,700,3780.0,2140,0,dlv,3194,incoming
700,357.0,700,879.0,2140,0,rcs,14483,outgoing
584,551.0,700,90.0,2140,1,dep,14483,outgoing
584,470.0,700,860.0,2140,1,rcf,14483,outgoing
584,3247.0,584,3780.0,2140,0,dlv,14483,outgoing
391,169.0,391,876.0,2141,0,rcs,502,incoming
128,802.0,391,150.0,2141,1,dep,502,incoming
628,588.0,128,595.0,2141,2,dep,502,incoming
128,116.0,391,100.0,2141,1,rcf,502,incoming
628,784.0,128,590.0,2141,2,rcf,502,incoming
628,1957.0,628,4230.0,2141,0,dlv,502,incoming
628,1823.0,628,2532.0,2141,0,rcs,9917,outgoing
128,809.0,628,150.0,2141,1,dep,9917,outgoing
527,971.0,128,1095.0,2141,2,dep,9917,outgoing
128,782.0,628,640.0,2141,1,rcf,9917,outgoing
527,120.0,128,110.0,2141,2,rcf,9917,outgoing
527,445.0,527,4230.0,2141,0,dlv,9917,outgoing
281,45.0,281,1219.0,2142,0,rcs,7300,incoming
413,1284.0,281,165.0,2142,1,dep,7300,incoming
413,555.0,281,825.0,2142,1,rcf,7300,incoming
413,1929.0,413,3960.0,2142,0,dlv,7300,incoming
413,2513.0,413,2669.0,2142,0,rcs,6076,outgoing
128,277.0,413,150.0,2142,1,dep,6076,outgoing
667,458.0,128,1005.0,2142,2,dep,6076,outgoing
128,1384.0,413,730.0,2142,1,rcf,6076,outgoing
667,609.0,128,705.0,2142,2,rcf,6076,outgoing
667,1084.0,667,4230.0,2142,0,dlv,6076,outgoing
308,7239.0,308,7445.0,2143,0,rcs,794,incoming
341,596.0,308,300.0,2143,1,dep,794,incoming
341,657.0,308,880.0,2143,1,rcf,794,incoming
341,228.0,341,1620.0,2143,0,dlv,794,incoming
411,123.0,411,125.0,2143,0,rcs,13369,incoming
308,122.0,411,180.0,2143,1,dep,13369,incoming
341,979.0,308,575.0,2143,2,dep,13369,incoming
308,461.0,411,840.0,2143,1,rcf,13369,incoming
341,694.0,308,880.0,2143,2,rcf,13369,incoming
341,101.0,341,1620.0,2143,0,dlv,13369,incoming
341,1800.0,341,1700.0,2143,0,rcs,3240,outgoing
555,201.0,341,300.0,2143,1,dep,3240,outgoing
555,815.0,341,820.0,2143,1,rcf,3240,outgoing
555,1803.0,555,1560.0,2143,0,dlv,3240,outgoing
605,122.0,605,242.0,2144,0,rcs,14024,incoming
349,300.0,605,270.0,2144,1,dep,14024,incoming
671,1295.0,349,795.0,2144,2,dep,14024,incoming
349,2272.0,605,2730.0,2144,1,rcf,14024,incoming
671,985.0,349,1250.0,2144,2,rcf,14024,incoming
671,11.0,671,335.0,2144,0,dlv,14024,incoming
671,1600.0,671,2326.0,2144,0,rcs,12095,outgoing
349,860.0,671,180.0,2144,1,dep,12095,outgoing
349,885.0,671,930.0,2144,1,rcf,12095,outgoing
349,1549.0,349,550.0,2144,0,dlv,12095,outgoing
815,14.0,815,128.0,2145,0,rcs,9809,incoming
485,294.0,815,240.0,2145,1,dep,9809,incoming
485,327.0,815,285.0,2145,1,rcf,9809,incoming
485,2875.0,485,5160.0,2145,0,dlv,9809,incoming
815,61.0,815,66.0,2145,0,rcs,4034,incoming
485,80.0,815,135.0,2145,1,dep,4034,incoming
485,151.0,815,280.0,2145,1,rcf,4034,incoming
485,1642.0,485,5160.0,2145,0,dlv,4034,incoming
649,467.0,649,1674.0,2145,0,rcs,392,incoming
815,1380.0,649,240.0,2145,1,dep,392,incoming
485,640.0,815,515.0,2145,2,dep,392,incoming
815,176.0,649,295.0,2145,1,rcf,392,incoming
485,239.0,815,295.0,2145,2,rcf,392,incoming
485,1929.0,485,5160.0,2145,0,dlv,392,incoming
485,134.0,485,185.0,2145,0,rcs,11261,outgoing
134,157.0,485,180.0,2145,1,dep,11261,outgoing
134,223.0,485,535.0,2145,1,rcf,11261,outgoing
134,323.0,134,2760.0,2145,0,dlv,11261,outgoing
341,1796.0,341,2334.0,2146,0,rcs,13988,incoming
349,913.0,341,420.0,2146,1,dep,13988,incoming
349,962.0,341,980.0,2146,1,rcf,13988,incoming
349,1977.0,349,550.0,2146,0,dlv,13988,incoming
349,178.0,349,224.0,2146,0,rcs,11181,outgoing
597,276.0,349,270.0,2146,1,dep,11181,outgoing
597,1352.0,349,1160.0,2146,1,rcf,11181,outgoing
597,6147.0,597,695.0,2146,0,dlv,11181,outgoing
308,385.0,308,1310.0,2147,0,rcs,7453,incoming
256,1260.0,308,300.0,2147,1,dep,7453,incoming
256,737.0,308,2065.0,2147,1,rcf,7453,incoming
256,2744.0,256,2760.0,2147,0,dlv,7453,incoming
485,72.0,485,228.0,2147,0,rcs,9726,incoming
256,116.0,485,150.0,2147,1,dep,9726,incoming
256,272.0,485,490.0,2147,1,rcf,9726,incoming
256,590.0,256,720.0,2147,0,dlv,9726,incoming
700,4700.0,700,4994.0,2147,0,rcs,10817,incoming
256,323.0,700,90.0,2147,1,dep,10817,incoming
256,1150.0,700,1315.0,2147,1,rcf,10817,incoming
256,159.0,256,3780.0,2147,0,dlv,10817,incoming
256,15994.0,256,16975.0,2147,0,rcs,3254,outgoing
700,1021.0,256,90.0,2147,1,dep,3254,outgoing
538,816.0,700,605.0,2147,2,dep,3254,outgoing
700,1021.0,256,1240.0,2147,1,rcf,3254,outgoing
538,615.0,700,924.0,2147,2,rcf,3254,outgoing
538,41.0,538,3780.0,2147,0,dlv,3254,outgoing
413,451.0,413,1300.0,2148,0,rcs,8485,incoming
700,892.0,413,90.0,2148,1,dep,8485,incoming
700,499.0,413,855.0,2148,1,rcf,8485,incoming
700,1226.0,700,3780.0,2148,0,dlv,8485,incoming
485,980.0,485,1090.0,2148,0,rcs,6309,incoming
700,795.0,485,90.0,2148,1,dep,6309,incoming
700,971.0,485,1310.0,2148,1,rcf,6309,incoming
700,76.0,700,3780.0,2148,0,dlv,6309,incoming
700,1797.0,700,2323.0,2148,0,rcs,6514,outgoing
635,560.0,700,90.0,2148,1,dep,6514,outgoing
635,504.0,700,800.0,2148,1,rcf,6514,outgoing
635,950.0,635,3780.0,2148,0,dlv,6514,outgoing
308,441.0,308,1404.0,2149,0,rcs,1883,incoming
233,1525.0,308,90.0,2149,1,dep,1883,incoming
233,758.0,308,1040.0,2149,1,rcf,1883,incoming
233,993.0,233,3780.0,2149,0,dlv,1883,incoming
233,660.0,233,951.0,2149,0,rcs,12365,outgoing
815,388.0,233,150.0,2149,1,dep,12365,outgoing
579,1284.0,815,1335.0,2149,2,dep,12365,outgoing
815,141.0,233,75.0,2149,1,rcf,12365,outgoing
579,595.0,815,760.0,2149,2,rcf,12365,outgoing
579,2680.0,579,5160.0,2149,0,dlv,12365,outgoing
815,8531.0,815,9687.0,2150,0,rcs,8882,incoming
700,1188.0,815,90.0,2150,1,dep,8882,incoming
413,809.0,700,585.0,2150,2,dep,8882,incoming
700,994.0,815,1220.0,2150,1,rcf,8882,incoming
413,769.0,700,860.0,2150,2,rcf,8882,incoming
413,39.0,413,3780.0,2150,0,dlv,8882,incoming
128,44.0,128,401.0,2150,0,rcs,602,incoming
413,497.0,128,165.0,2150,1,dep,602,incoming
413,1038.0,128,1275.0,2150,1,rcf,602,incoming
413,934.0,413,3960.0,2150,0,dlv,602,incoming
173,229.0,173,1124.0,2150,0,rcs,896,incoming
128,1025.0,173,240.0,2150,1,dep,896,incoming
413,1735.0,128,645.0,2150,2,dep,896,incoming
128,1814.0,173,2820.0,2150,1,rcf,896,incoming
413,581.0,128,905.0,2150,2,rcf,896,incoming
413,242.0,413,3960.0,2150,0,dlv,896,incoming
413,1894.0,413,1982.0,2150,0,rcs,3666,outgoing
700,184.0,413,90.0,2150,1,dep,3666,outgoing
332,1975.0,700,1680.0,2150,2,dep,3666,outgoing
700,513.0,413,870.0,2150,1,rcf,3666,outgoing
332,730.0,700,935.0,2150,2,rcf,3666,outgoing
332,894.0,332,3780.0,2150,0,dlv,3666,outgoing
671,2166.0,671,2294.0,2151,0,rcs,4659,incoming
700,202.0,671,90.0,2151,1,dep,4659,incoming
700,602.0,671,790.0,2151,1,rcf,4659,incoming
700,391.0,700,3780.0,2151,0,dlv,4659,incoming
671,659.0,671,801.0,2151,0,rcs,12928,incoming
700,270.0,671,90.0,2151,1,dep,12928,incoming
700,662.0,671,815.0,2151,1,rcf,12928,incoming
700,166.0,700,3780.0,2151,0,dlv,12928,incoming
815,29283.0,815,30294.0,2151,0,rcs,1387,incoming
700,1041.0,815,90.0,2151,1,dep,1387,incoming
700,1009.0,815,1220.0,2151,1,rcf,1387,incoming
700,87.0,700,3780.0,2151,0,dlv,1387,incoming
700,269.0,700,1007.0,2151,0,rcs,14456,outgoing
281,877.0,700,90.0,2151,1,dep,14456,outgoing
281,3490.0,700,1780.0,2151,1,rcf,14456,outgoing
281,1279.0,281,3780.0,2151,0,dlv,14456,outgoing
698,1295.0,698,3024.0,2152,0,rcs,4767,incoming
256,1810.0,698,240.0,2152,1,dep,4767,incoming
256,2036.0,698,1630.0,2152,1,rcf,4767,incoming
256,5987.0,256,5070.0,2152,0,dlv,4767,incoming
770,230.0,770,213.0,2152,0,rcs,3894,incoming
256,73.0,770,150.0,2152,1,dep,3894,incoming
256,230.0,770,205.0,2152,1,rcf,3894,incoming
256,171.0,256,1520.0,2152,0,dlv,3894,incoming
256,1249.0,256,3077.0,2152,0,rcs,11651,outgoing
680,2034.0,256,240.0,2152,1,dep,11651,outgoing
680,944.0,256,1295.0,2152,1,rcf,11651,outgoing
680,992.0,680,3780.0,2152,0,dlv,11651,outgoing
456,120.0,456,3087.0,2153,0,rcs,14131,incoming
349,3186.0,456,240.0,2153,1,dep,14131,incoming
349,904.0,456,910.0,2153,1,rcf,14131,incoming
349,5834.0,349,550.0,2153,0,dlv,14131,incoming
349,946.0,349,2718.0,2153,0,rcs,12268,outgoing
136,2146.0,349,420.0,2153,1,dep,12268,outgoing
136,643.0,349,676.0,2153,1,rcf,12268,outgoing
136,5118.0,136,759.0,2153,0,dlv,12268,outgoing
555,6.0,555,115.0,2154,0,rcs,7455,incoming
371,399.0,555,300.0,2154,1,dep,7455,incoming
371,577.0,555,750.0,2154,1,rcf,7455,incoming
371,83.0,371,1560.0,2154,0,dlv,7455,incoming
144,8958.0,144,10212.0,2154,0,rcs,3355,incoming
371,1524.0,144,300.0,2154,1,dep,3355,incoming
371,817.0,144,775.0,2154,1,rcf,3355,incoming
371,1383.0,371,8400.0,2154,0,dlv,3355,incoming
308,469.0,308,1580.0,2154,0,rcs,13482,incoming
371,1497.0,308,300.0,2154,1,dep,13482,incoming
371,681.0,308,840.0,2154,1,rcf,13482,incoming
371,113.0,371,1560.0,2154,0,dlv,13482,incoming
371,3244.0,371,3403.0,2154,0,rcs,1075,outgoing
128,370.0,371,240.0,2154,1,dep,1075,outgoing
721,223.0,128,290.0,2154,2,dep,1075,outgoing
128,939.0,371,995.0,2154,1,rcf,1075,outgoing
721,841.0,128,1080.0,2154,2,rcf,1075,outgoing
721,5974.0,721,3960.0,2154,0,dlv,1075,outgoing
597,237.0,597,1011.0,2155,0,rcs,14430,incoming
128,1026.0,597,300.0,2155,1,dep,14430,incoming
128,1021.0,597,995.0,2155,1,rcf,14430,incoming
128,867.0,128,3960.0,2155,0,dlv,14430,incoming
815,81.0,815,156.0,2155,0,rcs,4347,incoming
128,149.0,815,135.0,2155,1,dep,4347,incoming
128,187.0,815,215.0,2155,1,rcf,4347,incoming
128,1.0,128,4890.0,2155,0,dlv,4347,incoming
128,539.0,128,1043.0,2155,0,rcs,12224,outgoing
431,695.0,128,240.0,2155,1,dep,12224,outgoing
431,684.0,128,785.0,2155,1,rcf,12224,outgoing
431,1483.0,431,3960.0,2155,0,dlv,12224,outgoing
789,416.0,789,1272.0,2156,0,rcs,445,incoming
128,1103.0,789,240.0,2156,1,dep,445,incoming
128,887.0,789,1040.0,2156,1,rcf,445,incoming
128,747.0,128,3960.0,2156,0,dlv,445,incoming
128,7614.0,128,8491.0,2156,0,rcs,4352,outgoing
561,1105.0,128,240.0,2156,1,dep,4352,outgoing
561,579.0,128,1050.0,2156,1,rcf,4352,outgoing
561,735.0,561,3960.0,2156,0,dlv,4352,outgoing
815,145.0,815,1230.0,2157,0,rcs,1395,incoming
700,1127.0,815,90.0,2157,1,dep,1395,incoming
700,920.0,815,1210.0,2157,1,rcf,1395,incoming
700,9.0,700,3780.0,2157,0,dlv,1395,incoming
727,228.0,727,771.0,2157,0,rcs,9139,incoming
128,726.0,727,240.0,2157,1,dep,9139,incoming
700,747.0,128,475.0,2157,2,dep,9139,incoming
128,145.0,727,390.0,2157,1,rcf,9139,incoming
700,810.0,128,1045.0,2157,2,rcf,9139,incoming
700,268.0,700,3960.0,2157,0,dlv,9139,incoming
485,991.0,485,1398.0,2157,0,rcs,6168,incoming
700,440.0,485,90.0,2157,1,dep,6168,incoming
700,1149.0,485,1250.0,2157,1,rcf,6168,incoming
700,309.0,700,3780.0,2157,0,dlv,6168,incoming
700,811.0,700,1334.0,2157,0,rcs,3458,outgoing
671,569.0,700,90.0,2157,1,dep,3458,outgoing
671,410.0,700,800.0,2157,1,rcf,3458,outgoing
671,2429.0,671,3780.0,2157,0,dlv,3458,outgoing
445,287.0,445,371.0,2158,0,rcs,12794,incoming
128,271.0,445,240.0,2158,1,dep,12794,incoming
128,940.0,445,970.0,2158,1,rcf,12794,incoming
128,541.0,128,3960.0,2158,0,dlv,12794,incoming
411,1362.0,411,1590.0,2158,0,rcs,8342,incoming
128,446.0,411,240.0,2158,1,dep,8342,incoming
128,842.0,411,910.0,2158,1,rcf,8342,incoming
128,77.0,128,3900.0,2158,0,dlv,8342,incoming
476,33.0,476,118.0,2158,0,rcs,8698,incoming
128,187.0,476,150.0,2158,1,dep,8698,incoming
128,3959.0,476,645.0,2158,1,rcf,8698,incoming
128,1217.0,128,4230.0,2158,0,dlv,8698,incoming
128,9550.0,128,9785.0,2158,0,rcs,13724,outgoing
409,377.0,128,180.0,2158,1,dep,13724,outgoing
409,539.0,128,698.0,2158,1,rcf,13724,outgoing
409,1448.0,409,4080.0,2158,0,dlv,13724,outgoing
485,476.0,485,580.0,2159,0,rcs,11795,incoming
281,227.0,485,180.0,2159,1,dep,11795,incoming
281,147.0,485,140.0,2159,1,rcf,11795,incoming
281,151.0,281,2880.0,2159,0,dlv,11795,incoming
700,552.0,700,865.0,2159,0,rcs,14277,incoming
281,353.0,700,90.0,2159,1,dep,14277,incoming
281,966.0,700,1270.0,2159,1,rcf,14277,incoming
281,1395.0,281,3780.0,2159,0,dlv,14277,incoming
391,173.0,391,334.0,2159,0,rcs,2563,incoming
281,281.0,391,180.0,2159,1,dep,2563,incoming
281,418.0,391,660.0,2159,1,rcf,2563,incoming
281,3183.0,281,3960.0,2159,0,dlv,2563,incoming
281,3661.0,281,5179.0,2159,0,rcs,7962,outgoing
700,1524.0,281,90.0,2159,1,dep,7962,outgoing
123,2331.0,700,2130.0,2159,2,dep,7962,outgoing
700,1188.0,281,1365.0,2159,1,rcf,7962,outgoing
123,424.0,700,805.0,2159,2,rcf,7962,outgoing
123,991.0,123,3780.0,2159,0,dlv,7962,outgoing
789,2964.0,789,3707.0,2160,0,rcs,13,incoming
128,1002.0,789,300.0,2160,1,dep,13,incoming
349,563.0,128,720.0,2160,2,dep,13,incoming
128,1153.0,789,1050.0,2160,1,rcf,13,incoming
349,697.0,128,780.0,2160,2,rcf,13,incoming
349,1737.0,349,3960.0,2160,0,dlv,13,incoming
349,840.0,349,1311.0,2160,0,rcs,4158,outgoing
815,591.0,349,180.0,2160,1,dep,4158,outgoing
477,1158.0,815,1125.0,2160,2,dep,4158,outgoing
815,217.0,349,240.0,2160,1,rcf,4158,outgoing
477,265.0,815,355.0,2160,2,rcf,4158,outgoing
477,33140.0,477,6060.0,2160,0,dlv,4158,outgoing
548,95.0,548,5.0,2161,0,rcs,5882,incoming
308,156.0,548,300.0,2161,1,dep,5882,incoming
308,380.0,548,395.0,2161,1,rcf,5882,incoming
308,869.0,308,2040.0,2161,0,dlv,5882,incoming
256,1510.0,256,1260.0,2161,0,rcs,7436,incoming
308,29.0,256,300.0,2161,1,dep,7436,incoming
308,848.0,256,895.0,2161,1,rcf,7436,incoming
308,58.0,308,2220.0,2161,0,dlv,7436,incoming
671,3591.0,671,3746.0,2161,0,rcs,13213,incoming
700,245.0,671,90.0,2161,1,dep,13213,incoming
308,1362.0,700,1105.0,2161,2,dep,13213,incoming
700,497.0,671,815.0,2161,1,rcf,13213,incoming
308,1323.0,700,1850.0,2161,2,rcf,13213,incoming
308,1260.0,308,3780.0,2161,0,dlv,13213,incoming
308,651.0,308,1620.0,2161,0,rcs,7376,outgoing
256,1216.0,308,300.0,2161,1,dep,7376,outgoing
256,670.0,308,805.0,2161,1,rcf,7376,outgoing
256,324.0,256,2940.0,2161,0,dlv,7376,outgoing
485,566.0,485,3009.0,2162,0,rcs,6791,incoming
700,2484.0,485,90.0,2162,1,dep,6791,incoming
700,885.0,485,1240.0,2162,1,rcf,6791,incoming
700,367.0,700,3780.0,2162,0,dlv,6791,incoming
815,37165.0,815,37993.0,2162,0,rcs,1376,incoming
700,859.0,815,90.0,2162,1,dep,1376,incoming
700,1068.0,815,1220.0,2162,1,rcf,1376,incoming
700,134.0,700,3780.0,2162,0,dlv,1376,incoming
610,1170.0,610,1219.0,2162,0,rcs,5269,incoming
128,140.0,610,150.0,2162,1,dep,5269,incoming
700,494.0,128,550.0,2162,2,dep,5269,incoming
128,212.0,610,140.0,2162,1,rcf,5269,incoming
700,758.0,128,775.0,2162,2,rcf,5269,incoming
700,1352.0,700,4230.0,2162,0,dlv,5269,incoming
700,1864.0,700,2392.0,2162,0,rcs,7885,outgoing
411,553.0,700,90.0,2162,1,dep,7885,outgoing
411,1509.0,700,2315.0,2162,1,rcf,7885,outgoing
411,24649.0,411,3420.0,2162,0,dlv,7885,outgoing
456,90.0,456,1727.0,2163,0,rcs,14123,incoming
349,1718.0,456,130.0,2163,1,dep,14123,incoming
349,893.0,456,910.0,2163,1,rcf,14123,incoming
349,3664.0,349,550.0,2163,0,dlv,14123,incoming
411,4492.0,411,4492.0,2163,0,rcs,2298,incoming
349,648.0,411,540.0,2163,1,dep,2298,incoming
349,828.0,411,795.0,2163,1,rcf,2298,incoming
349,16322.0,349,550.0,2163,0,dlv,2298,incoming
349,1945.0,349,3643.0,2163,0,rcs,9685,outgoing
671,2071.0,349,420.0,2163,1,dep,9685,outgoing
671,936.0,349,1240.0,2163,1,rcf,9685,outgoing
671,235.0,671,335.0,2163,0,dlv,9685,outgoing
256,30556.0,256,31353.0,2164,0,rcs,3307,incoming
700,827.0,256,90.0,2164,1,dep,3307,incoming
700,890.0,256,1240.0,2164,1,rcf,3307,incoming
700,123.0,700,3780.0,2164,0,dlv,3307,incoming
485,981.0,485,4277.0,2164,0,rcs,6148,incoming
700,3336.0,485,90.0,2164,1,dep,6148,incoming
700,888.0,485,1250.0,2164,1,rcf,6148,incoming
700,130.0,700,3780.0,2164,0,dlv,6148,incoming
700,2106.0,700,2650.0,2164,0,rcs,3521,outgoing
174,598.0,700,90.0,2164,1,dep,3521,outgoing
174,212.0,700,625.0,2164,1,rcf,3521,outgoing
174,4554.0,174,3780.0,2164,0,dlv,3521,outgoing
809,257.0,809,326.0,2165,0,rcs,12162,incoming
128,368.0,809,240.0,2165,1,dep,12162,incoming
128,1732.0,809,725.0,2165,1,rcf,12162,incoming
128,174.0,128,3960.0,2165,0,dlv,12162,incoming
485,355.0,485,522.0,2165,0,rcs,13443,incoming
128,312.0,485,150.0,2165,1,dep,13443,incoming
128,138.0,485,390.0,2165,1,rcf,13443,incoming
128,29.0,128,3960.0,2165,0,dlv,13443,incoming
128,28.0,128,121.0,2165,0,rcs,3748,outgoing
815,216.0,128,180.0,2165,1,dep,3748,outgoing
649,1034.0,815,895.0,2165,2,dep,3748,outgoing
815,134.0,128,260.0,2165,1,rcf,3748,outgoing
649,176.0,815,225.0,2165,2,rcf,3748,outgoing
649,70842.0,649,4740.0,2165,0,dlv,3748,outgoing
815,24.0,815,225.0,2166,0,rcs,3586,incoming
485,397.0,815,240.0,2166,1,dep,3586,incoming
485,213.0,815,285.0,2166,1,rcf,3586,incoming
485,3292.0,485,5160.0,2166,0,dlv,3586,incoming
485,251.0,485,646.0,2166,0,rcs,13511,outgoing
700,455.0,485,90.0,2166,1,dep,13511,outgoing
635,837.0,700,455.0,2166,2,dep,13511,outgoing
700,866.0,485,1250.0,2166,1,rcf,13511,outgoing
635,465.0,700,790.0,2166,2,rcf,13511,outgoing
635,918.0,635,3780.0,2166,0,dlv,13511,outgoing
815,75.0,815,153.0,2167,0,rcs,11071,incoming
128,268.0,815,240.0,2167,1,dep,11071,incoming
128,248.0,815,215.0,2167,1,rcf,11071,incoming
128,596.0,128,4890.0,2167,0,dlv,11071,incoming
815,84.0,815,143.0,2167,0,rcs,10408,incoming
128,239.0,815,240.0,2167,1,dep,10408,incoming
128,169.0,815,215.0,2167,1,rcf,10408,incoming
128,831.0,128,4890.0,2167,0,dlv,10408,incoming
476,8828.0,476,8525.0,2167,0,rcs,386,incoming
128,506.0,476,90.0,2167,1,dep,386,incoming
128,855.0,476,1330.0,2167,1,rcf,386,incoming
128,523.0,128,3780.0,2167,0,dlv,386,incoming
128,1608.0,128,2680.0,2167,0,rcs,12233,outgoing
700,1127.0,128,90.0,2167,1,dep,12233,outgoing
742,679.0,700,385.0,2167,2,dep,12233,outgoing
700,928.0,128,1230.0,2167,1,rcf,12233,outgoing
742,624.0,700,945.0,2167,2,rcf,12233,outgoing
742,85526.0,742,3780.0,2167,0,dlv,12233,outgoing
609,1418.0,609,1461.0,2168,0,rcs,8030,incoming
128,224.0,609,240.0,2168,1,dep,8030,incoming
128,643.0,609,765.0,2168,1,rcf,8030,incoming
128,241.0,128,3960.0,2168,0,dlv,8030,incoming
128,62.0,128,421.0,2168,0,rcs,12132,outgoing
798,570.0,128,240.0,2168,1,dep,12132,outgoing
798,519.0,128,740.0,2168,1,rcf,12132,outgoing
798,82.0,798,4020.0,2168,0,dlv,12132,outgoing
349,5193.0,349,6959.0,2169,0,rcs,14232,incoming
548,2150.0,349,420.0,2169,1,dep,14232,incoming
548,1207.0,349,1401.0,2169,1,rcf,14232,incoming
548,720.0,548,504.0,2169,0,dlv,14232,incoming
548,8.0,548,481.0,2169,0,rcs,4630,outgoing
128,594.0,548,150.0,2169,1,dep,4630,outgoing
561,2824.0,128,2535.0,2169,2,dep,4630,outgoing
128,620.0,548,920.0,2169,1,rcf,4630,outgoing
561,613.0,128,780.0,2169,2,rcf,4630,outgoing
561,897.0,561,4230.0,2169,0,dlv,4630,outgoing
809,483.0,809,707.0,2170,0,rcs,11670,incoming
128,318.0,809,150.0,2170,1,dep,11670,incoming
128,499.0,809,485.0,2170,1,rcf,11670,incoming
128,1507.0,128,4200.0,2170,0,dlv,11670,incoming
413,2722.0,413,2853.0,2170,0,rcs,5816,incoming
128,246.0,413,150.0,2170,1,dep,5816,incoming
128,761.0,413,1000.0,2170,1,rcf,5816,incoming
128,1302.0,128,3960.0,2170,0,dlv,5816,incoming
299,1498.0,299,2281.0,2170,0,rcs,14187,incoming
700,808.0,299,90.0,2170,1,dep,14187,incoming
128,1743.0,700,1430.0,2170,2,dep,14187,incoming
700,519.0,299,820.0,2170,1,rcf,14187,incoming
128,992.0,700,1275.0,2170,2,rcf,14187,incoming
128,632.0,128,3780.0,2170,0,dlv,14187,incoming
128,1241.0,128,1297.0,2170,0,rcs,14119,outgoing
527,161.0,128,150.0,2170,1,dep,14119,outgoing
527,209.0,128,110.0,2170,1,rcf,14119,outgoing
527,467.0,527,4230.0,2170,0,dlv,14119,outgoing
413,537.0,413,1603.0,2171,0,rcs,6020,incoming
128,1189.0,413,150.0,2171,1,dep,6020,incoming
128,691.0,413,730.0,2171,1,rcf,6020,incoming
128,1052.0,128,4200.0,2171,0,dlv,6020,incoming
815,71.0,815,156.0,2171,0,rcs,4784,incoming
128,264.0,815,240.0,2171,1,dep,4784,incoming
128,188.0,815,215.0,2171,1,rcf,4784,incoming
128,1.0,128,4890.0,2171,0,dlv,4784,incoming
456,138.0,456,2232.0,2171,0,rcs,1729,incoming
128,2296.0,456,240.0,2171,1,dep,1729,incoming
128,1447.0,456,1015.0,2171,1,rcf,1729,incoming
128,479.0,128,3960.0,2171,0,dlv,1729,incoming
128,505.0,128,788.0,2171,0,rcs,1912,outgoing
800,476.0,128,240.0,2171,1,dep,1912,outgoing
800,666.0,128,895.0,2171,1,rcf,1912,outgoing
800,1033.0,800,3960.0,2171,0,dlv,1912,outgoing
128,74.0,128,85.0,2172,0,rcs,11925,incoming
597,208.0,128,240.0,2172,1,dep,11925,incoming
597,705.0,128,960.0,2172,1,rcf,11925,incoming
597,457.0,597,3960.0,2172,0,dlv,11925,incoming
815,161.0,815,1018.0,2172,0,rcs,4044,incoming
597,1050.0,815,240.0,2172,1,dep,4044,incoming
597,795.0,815,890.0,2172,1,rcf,4044,incoming
597,4709.0,597,5160.0,2172,0,dlv,4044,incoming
815,74.0,815,997.0,2172,0,rcs,10676,incoming
597,1113.0,815,240.0,2172,1,dep,10676,incoming
597,799.0,815,890.0,2172,1,rcf,10676,incoming
597,255.0,597,5160.0,2172,0,dlv,10676,incoming
597,160.0,597,1671.0,2172,0,rcs,12053,outgoing
349,1710.0,597,250.0,2172,1,dep,12053,outgoing
349,1014.0,597,910.0,2172,1,rcf,12053,outgoing
349,581.0,349,550.0,2172,0,dlv,12053,outgoing
349,299.0,349,428.0,2173,0,rcs,11663,incoming
671,871.0,349,780.0,2173,1,dep,11663,incoming
671,916.0,349,1727.0,2173,1,rcf,11663,incoming
671,9121.0,671,338.0,2173,0,dlv,11663,incoming
527,35901.0,527,37898.0,2173,0,rcs,9719,incoming
700,2090.0,527,90.0,2173,1,dep,9719,incoming
671,394.0,700,130.0,2173,2,dep,9719,incoming
700,1082.0,527,1385.0,2173,1,rcf,9719,incoming
671,381.0,700,800.0,2173,2,rcf,9719,incoming
671,1885.0,671,3780.0,2173,0,dlv,9719,incoming
671,3331.0,671,3484.0,2173,0,rcs,4475,outgoing
700,193.0,671,90.0,2173,1,dep,4475,outgoing
395,1554.0,700,1220.0,2173,2,dep,4475,outgoing
700,446.0,671,800.0,2173,1,rcf,4475,outgoing
395,195.0,700,690.0,2173,2,rcf,4475,outgoing
395,1609.0,395,3780.0,2173,0,dlv,4475,outgoing
308,245.0,308,195.0,2174,0,rcs,13452,incoming
485,223.0,308,300.0,2174,1,dep,13452,incoming
485,571.0,308,795.0,2174,1,rcf,13452,incoming
485,922.0,485,1140.0,2174,0,dlv,13452,incoming
815,157.0,815,171.0,2174,0,rcs,4094,incoming
485,95.0,815,135.0,2174,1,dep,4094,incoming
485,286.0,815,280.0,2174,1,rcf,4094,incoming
485,133.0,485,5160.0,2174,0,dlv,4094,incoming
815,168.0,815,170.0,2174,0,rcs,10892,incoming
485,80.0,815,135.0,2174,1,dep,10892,incoming
485,137.0,815,285.0,2174,1,rcf,10892,incoming
485,120.0,485,5160.0,2174,0,dlv,10892,incoming
485,3237.0,485,4782.0,2174,0,rcs,1246,outgoing
